broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-A42699921-001-02-8	BRD-A42699921	teriflunomide	NABQBYDEMLGCEO	dihydroorotate dehydrogenase inhibitor	DHODH	broad_id_20170327	Launched		
BRD-A42759514-001-20-5	BRD-A42759514	ornidazole	IPWKIXLWTCNBKN	antiprotozoal agent		broad_id_20170327	Launched		
BRD-A43082555-001-01-1	BRD-A43082555	loxoprofen	YMBXTVYHTMGZDW	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGS2	broad_id_20170327	Launched		
BRD-A43331270-001-01-6	BRD-A43331270								
BRD-A43882281-001-15-5	BRD-A43882281	pinacidil	IVVNZDGDKPTYHK	ATP channel activator|potassium channel activator	ABCC8|ABCC9	broad_id_20170327	Launched		
BRD-A44090213-001-25-6	BRD-A44090213	indoprofen	RJMIEHBSYVWVIN	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2	broad_id_20170327	Withdrawn		
BRD-A44448661-001-04-8	BRD-A44448661		WEXRUCMBJFQVBZ			broad_id_20170327			
BRD-A44863528-001-13-2	BRD-A44863528	proglumide	DGMKFQYCZXERLX	CCK receptor antagonist	CCKAR|CCKBR	broad_id_20170327	Withdrawn		
BRD-A45153512-001-01-0	BRD-A45153512	bimatoprost	AQOKCDNYWBIDND	prostanoid receptor agonist	AKR1C3|PTGER1|PTGER3|PTGFR	broad_id_20170327	Launched		
BRD-A45889380-300-07-1	BRD-A45889380	mepacrine	GPKJTRJOBQGKQK	cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator	PLA2G1B	broad_id_20170327	Launched		
BRD-A46179541-311-02-0	BRD-A46179541	doxapram	XFDJYSQDBULQSI	potassium channel blocker		broad_id_20170327	Launched		
BRD-A47364545-003-02-6	BRD-A47364545	SK&F-10047-(+)	LGQCVMYAEFTEFN	sigma receptor agonist	SIGMAR1	broad_id_20170327	Phase 1		
BRD-A47598013-004-16-0	BRD-A47598013	citalopram	WSEQXVZVJXJVFP	selective serotonin reuptake inhibitor (SSRI)	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4
BRD-A48237631-001-04-8	BRD-A48237631	mitomycin-C	NWIBSHFKIJFRCO	DNA alkylating agent|DNA synthesis inhibitor		broad_id_20170327	Launched		
BRD-A48430263-003-17-2	BRD-A48430263	pioglitazone	HYAFETHFCAUJAY	insulin sensitizer|PPAR receptor agonist	PPARG|TRPM3	broad_id_20170327	Launched		
BRD-A48570745-001-02-9	BRD-A48570745	ivermectin	AZSNMRSAGSSBNP	benzodiazepine receptor agonist	CHRNA7|P2RX7	broad_id_20170327	Launched		
BRD-A49160188-003-12-7	BRD-A49160188	donepezil	ADEBPBSSDYVVLD	acetylcholinesterase inhibitor	ACHE	broad_id_20170327	Launched		
BRD-A49399758-015-01-8	BRD-A49399758	desmopressin-acetate	NFLWUMRGJYTJIN	vasopressin receptor agonist	AVPR1A|AVPR1B|AVPR2|OXTR	broad_id_20170327	Launched		
BRD-A49622760-001-01-9	BRD-A49622760	faropenem	HGGAKXAHAYOLDJ	lactamase inhibitor		broad_id_20170327	Launched		
BRD-A49765801-001-04-1	BRD-A49765801	fludroxycortide	POPFMWWJOGLOIF	glucocorticoid receptor agonist	NR3C1|SERPINA6	broad_id_20170327	Launched		
BRD-A49838158-001-01-1	BRD-A49838158	phenprocoumon	DQDAYGNAKTZFIW	vitamin K antagonist	VKORC1	broad_id_20170327	Launched		
BRD-A50033377-001-02-8	BRD-A50033377	rivaroxaban	KGFYHTZWPPHNLQ	coagulation factor inhibitor	F10	broad_id_20170327	Launched		
BRD-A50311610-300-10-4	BRD-A50311610	meclizine	OCJYIGYOJCODJL	constitutive androstane receptor (CAR) agonist	NR1I3	broad_id_20170327	Launched		
BRD-A50675702-001-07-1	BRD-A50675702	fipronil	ZOCSXAVNDGMNBV	chloride channel blocker|GABA gated chloride channel blocker		broad_id_20170327	Launched		
BRD-A50684349-003-02-9	BRD-A50684349	fenoldopam	TVURRHSHRRELCG	dopamine receptor agonist	DRD1|DRD4	broad_id_20170327	Launched		
BRD-A50764878-003-02-8	BRD-A50764878	MDL-73005EF	BVMYCHKQPGEOSI	serotonin receptor antagonist	HTR1A	broad_id_20170327	Phase 1		
BRD-A50998626-001-02-1	BRD-A50998626	palomid-529	YEAHTLOYHVWAKW	AKT inhibitor|mTOR inhibitor	MTOR	broad_id_20170327	Phase 1		
BRD-A51078674-003-01-0	BRD-A51078674	diclofensine	ZJDCGVDEEHWEIG	dopamine reuptake inhibitor	DRD1|MAOA|MAOB	broad_id_20170327	Phase 3		
BRD-A51382177-236-03-0	BRD-A51382177	fosinopril	BIDNLKIUORFRQP	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-A51714012-003-13-6	BRD-A51714012	venlafaxine	PNVNVHUZROJLTJ	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-A51820102-008-28-9	BRD-A51820102	econazole	LEZWWPYKPKIXLL	lanosterol demethylase inhibitor|sterol demethylase inhibitor	NPY1R|NPY2R|TRPM2|TRPV5	broad_id_20170327	Launched		
BRD-A51964809-003-12-6	BRD-A51964809	halofantrine	FOHHNHSLJDZUGQ	antimalarial agent	KCNN4	broad_id_20170327	Launched		
BRD-A52252998-001-01-3	BRD-A52252998	clindamycin	KDLRVYVGXIQJDK	protein synthesis inhibitor		broad_id_20170327	Launched		
BRD-A52660433-066-02-1	BRD-A52660433	tetrindole	AUXCHYJDVJZEPG	monoamine oxidase inhibitor	MAOA	broad_id_20170327	Phase 3		
BRD-A52922642-001-03-7	BRD-A52922642	gallopamil	XQLWNAFCTODIRK	L-type calcium channel blocker	ATP2A2	broad_id_20170327	Launched		
BRD-A53176877-001-04-3	BRD-A53176877	methylprednisolone	VHRSUDSXCMQTMA	glucocorticoid receptor agonist	NR3C1	broad_id_20170327	Launched		
BRD-A53566267-001-01-9	BRD-A53566267	anecortave-acetate	YUWPMEXLKGOSBF	angiogenesis inhibitor		broad_id_20170327	Launched		
BRD-A53576514-048-14-3	BRD-A53576514	orphenadrine	QVYRGXJJSLMXQH	acetylcholine receptor antagonist		broad_id_20170327	Launched		
BRD-A54880345-001-20-9	BRD-A54880345	etomidate	NPUKDXXFDDZOKR	GABA receptor modulator	ADRA2B|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	broad_id_20170327	Launched		
BRD-A55272860-001-15-3	BRD-A55272860	levosulpiride	BGRJTUBHPOOWDU	dopamine receptor antagonist	CA1|CA12|CA7|DRD2|DRD3	broad_id_20170327	Launched	dopamine receptor antagonist	nan
BRD-A55393291-001-09-9	BRD-A55393291		MUMGGOZAMZWBJJ			broad_id_20170327			
BRD-A55579717-001-04-0	BRD-A55579717	cytisine	ANJTVLIZGCUXLD	acetylcholine receptor agonist	CHRNA2|CHRNA3|CHRNA4|CHRNA6|CHRNA7|CHRNB2|CHRNB4	broad_id_20170327	Launched		
BRD-A55913614-316-09-6	BRD-A55913614	primaquine	INDBQLZJXZLFIT	antimalarial agent|DNA inhibitor		broad_id_20170327	Launched	acetylcholine receptor antagonist	nan
BRD-A55962179-001-22-1	BRD-A55962179	esomeprazole	SUBDBMMJDZJVOS	ATPase inhibitor	ATP4A	broad_id_20170327	Launched	ATPase inhibitor	ATP4A|CLCN2
BRD-A56085258-001-01-8	BRD-A56085258	encorafenib	CMJCXYNUCSMDBY	RAF inhibitor	BRAF	broad_id_20170327	Launched		
BRD-A56359832-001-11-1	BRD-A56359832	zileuton	MWLSOWXNZPKENC	leukotriene synthesis inhibitor|lipoxygenase inhibitor	ALOX5	broad_id_20170327	Launched		
BRD-A56371469-001-03-3	BRD-A56371469	AGI-5198	FNYGWXSATBUBER	isocitrate dehydrogenase inhibitor	IDH1	broad_id_20170327	Preclinical		
BRD-A56592690-001-04-3	BRD-A56592690	PX-12	BPBPYQWMFCTCNG	thioredoxin inhibitor	CNR1|TXN	broad_id_20170327	Phase 2		
BRD-A57382968-001-29-0	BRD-A57382968		MNSCVRXKDINXEY			broad_id_20170327			
BRD-A58048407-001-18-8	BRD-A58048407	nimodipine	UIAGMCDKSXEBJQ	calcium channel blocker	CFTR|NR3C2	broad_id_20170327	Launched		
BRD-A58280226-312-01-3	BRD-A58280226								
BRD-A58564983-001-04-6	BRD-A58564983	selamectin	AFJYYKSVHJGXSN	nematocide		broad_id_20170327	Launched		
BRD-A58955223-001-03-8	BRD-A58955223	sulforaphane	SUVMJBTUFCVSAD	anticancer agent|aryl hydrocarbon receptor antagonist	NFE2L2	broad_id_20170327	Phase 2		
BRD-A59174698-003-18-5	BRD-A59174698	ritodrine	IOVGROKTTNBUGK	adrenergic receptor agonist		broad_id_20170327	Withdrawn		
BRD-A61154809-001-15-9	BRD-A61154809	gliclazide	BOVGTQGAOIONJV	ATP channel blocker|insulin secretagogue		broad_id_20170327	Launched		
BRD-A61221616-001-04-3	BRD-A61221616	medroxyprogesterone-acetate	PSGAAPLEWMOORI	progesterone receptor agonist	ESR1|PGR	broad_id_20170327	Launched		
BRD-A61676498-001-06-6	BRD-A61676498	climbazole	OWEGWHBOCFMBLP	enzyme inducer		broad_id_20170327	Launched		
BRD-A61767428-001-01-9	BRD-A61767428	ursolic-acid	WCGUUGGRBIKTOS	ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor	HSD11B1|PLA2G1B|PTPN1|PYGM	deprecated_broad_id_20180907	Phase 2/Phase 3		
BRD-A61793559-001-15-6	BRD-A61793559	metolazone	AQCHWTWZEMGIFD	carbonic anhydrase inhibitor	SLC12A3	broad_id_20170327	Launched		
BRD-A62025033-001-01-8	BRD-A62025033								
BRD-A62035778-004-03-6	BRD-A62035778	scopolamine	STECJAGHUSJQJN	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|SI	broad_id_20170327	Launched		
BRD-A62071884-001-04-6	BRD-A62071884	siguazodan	NUHPODZZKHQQET	phosphodiesterase inhibitor	PDE3A	broad_id_20170327	Phase 1		
BRD-A62525898-001-05-2	BRD-A62525898	prednisone	XOFYZVNMUHMLCC	glucocorticoid receptor agonist	HSD11B1|NR3C1	broad_id_20170327	Launched		
BRD-A62879835-001-04-2	BRD-A62879835	rifaximin	NZCRJKRKKOLAOJ	RNA synthesis inhibitor		broad_id_20170327	Launched		
BRD-A63236097-001-01-3	BRD-A63236097	andrographolide	BOJKULTULYSRAS	tumor necrosis factor production inhibitor	IL1B|IL6|NFKB1|NFKB2|TNF	broad_id_20170327	Phase 2		
BRD-A63310107-001-04-8	BRD-A63310107	miglitol	IBAQFPQHRJAVAV	glucosidase inhibitor	GAA|GANAB|GANC|MGAM	broad_id_20170327	Launched		
BRD-A63675168-001-01-6	BRD-A63675168	brivudine	ODZBBRURCPAEIQ	DNA directed DNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-A63752151-001-01-2	BRD-A63752151	fidarestat	WAAPEIZFCHNLKK	aldose reductase inhibitor	AKR1B1	broad_id_20170327	Phase 3		
BRD-A64406146-001-01-2	BRD-A64406146	timofibrate	QSNOWCXXECLALL	cholesterol inhibitor|lipase clearing factor inhibitor	LPL	broad_id_20170327	Phase 2		
BRD-A64485570-001-11-0	BRD-A64485570	trifluridine	VSQQQLOSPVPRAZ	DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	TYMS	broad_id_20170327	Launched		
BRD-A64553394-001-04-4	BRD-A64553394	DPI-201106	BYBYHCOEAFHGJL	sodium channel activator	ADRB2	broad_id_20170327	Phase 2		
BRD-A64977602-001-15-9	BRD-A64977602	mirtazapine	RONZAEMNMFQXRA	adrenergic receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C	broad_id_20170327	Launched		
BRD-A65013509-003-24-4	BRD-A65013509	oxybutynin	XIQVNETUBQGFHX	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3	broad_id_20170327	Launched		
BRD-A65051990-001-12-9	BRD-A65051990	acenocoumarol	VABCILAOYCMVPS	vitamin K antagonist	VKORC1	broad_id_20170327	Launched		
BRD-A65248799-001-01-7	BRD-A65248799	EMD-53998	IZLRMTJLQCLMKF	phosphodiesterase inhibitor	TNNC1	broad_id_20170327	Phase 1		
BRD-A65280694-003-13-7	BRD-A65280694	molindone	KLPWJLBORRMFGK	dopamine receptor antagonist	DRD2|HRH1|HTR2A	broad_id_20170327	Launched		
BRD-A66155091-001-01-8	BRD-A66155091	trilostane	RLQVKDVIBJCQGE	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor		broad_id_20170327	Launched		
BRD-A66419424-001-02-4	BRD-A66419424	ixazomib-citrate	YTXSYWAKVMZICI	proteasome inhibitor		broad_id_20170327	Launched		
BRD-A67097164-001-18-7	BRD-A67097164	ifosfamide	HOMGKSMUEGBAAB	DNA alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1	broad_id_20170327	Launched		
BRD-A67373739-001-02-2	BRD-A67373739								
BRD-A67479912-001-03-4	BRD-A67479912	progesterone	RJKFOVLPORLFTN	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5	broad_id_20170327	Launched		
BRD-A67516570-001-02-8	BRD-A67516570	lafutidine	KMZQAVXSMUKBPD	histamine receptor antagonist	HRH2	broad_id_20170327	Launched		
BRD-A67616246-001-07-9	BRD-A67616246	levomequitazine	HOKDBMAJZXIPGC	histamine receptor antagonist	HRH1	broad_id_20170327	Phase 2		
BRD-A67862938-034-14-9	BRD-A67862938	naftidrofuryl	KBAFPSLPKGSANY	adrenergic receptor antagonist		broad_id_20170327	Launched		
BRD-A68009927-003-03-7	BRD-A68009927	daunorubicin	STQGQHZAVUOBTE	RNA synthesis inhibitor|topoisomerase inhibitor	TOP2A|TOP2B	broad_id_20170327	Launched		
BRD-A68281735-001-18-6	BRD-A68281735	REV-5901	JRLOEMCOOZSCQP	leukotriene receptor antagonist|lipoxygenase inhibitor	ALOX5	broad_id_20170327	Phase 2		
BRD-A68304895-003-02-2	BRD-A68304895	BTS-54505	WQSACWZKKZPCHN	dopamine reuptake inhibitor	SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Withdrawn		
BRD-A68464583-001-02-5	BRD-A68464583		ZPXSCAKFGYXMGA			broad_id_20170327			
BRD-A68493689-001-01-9	BRD-A68493689	simeprevir	JTZZSQYMACOLNN	HCV inhibitor	CYP1A2|CYP3A4	broad_id_20170327	Launched		
BRD-A68888262-003-15-1	BRD-A68888262	azelastine	MBUVEWMHONZEQD	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-A68942014-003-01-7	BRD-A68942014	amitifadine	BSMNRYCSBFHEMQ	serotonin transporter (SERT) inhibitor	SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Phase 3		
BRD-A69275535-001-01-5	BRD-A69275535	pinitol	DSCFFEYYQKSRSV	gamma secretase inhibitor		broad_id_20170327	Phase 2		
BRD-A69636825-003-04-7	BRD-A69636825	diltiazem	HSUGRBWQSSZJOP	calcium channel blocker	CACNA1C|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5	broad_id_20170327	Launched		
BRD-A69815203-001-07-6	BRD-A69815203	cyclosporin-A	PMATZTZNYRCHOR	calcineurin inhibitor	ABCB11|CAMLG|FPR1|PPIA|PPIF|PPP3CA|PPP3R2|SLC10A1|SLCO1B1|SLCO1B3	broad_id_20170327	Launched		
BRD-A69951442-001-01-3	BRD-A69951442								
BRD-A70083328-001-23-5	BRD-A70083328	secnidazole	KPQZUUQMTUIKBP	acetylcholinesterase inhibitor|microtubule inhibitor		broad_id_20170327	Launched		
BRD-A70858459-001-01-7	BRD-A70858459	estramustine	FRPJXPJMRWBBIH	DNA alkylating agent	ESR1|ESR2|MAP1A|MAP2	broad_id_20170327	Launched		
BRD-A70998768-004-01-1	BRD-A70998768	pinaverium	DDHUTBKXLWCZCO	T-type calcium channel blocker	CACNA1C	broad_id_20170327	Launched		
BRD-A72066420-001-04-5	BRD-A72066420	mifobate	VQHUQHAPWMNBLP	PPAR receptor antagonist	PPARG	broad_id_20170327	Phase 2		
BRD-A72309220-001-04-1	BRD-A72309220	metergoline	WZHJKEUHNJHDLS	dopamine receptor agonist|serotonin receptor antagonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7	broad_id_20170327	Launched		
BRD-A72390365-001-15-2	BRD-A72390365	choline-alfoscerate	SUHOQUVVVLNYQR	acetylcholine precursor		broad_id_20170327	Launched		
BRD-A72711497-236-03-8	BRD-A72711497	lasalocid	BBMULGJBVDDDNI	bacterial permeability inducer		broad_id_20170327	Launched		
BRD-A73368467-003-17-6	BRD-A73368467	fexofenadine	RWTNPBWLLIMQHL	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-A73556557-001-06-4	BRD-A73556557	tagatose	BJHIKXHVCXFQLS	phosphorylase inhibitor	PYGL	broad_id_20170327	Launched		
BRD-A73741725-001-02-8	BRD-A73741725	exemestane	BFYIZQONLCFLEV	aromatase inhibitor	CYP19A1	broad_id_20170327	Launched		
BRD-A73908300-001-06-7	BRD-A73908300	EX-527	FUZYTVDVLBBXDL	SIRT inhibitor	SIRT1	broad_id_20170327	Phase 2		
BRD-A74391928-051-01-3	BRD-A74391928	ibutilide	ALOBUEHUHMBRLE	potassium channel blocker	CACNA1C|KCNH2	broad_id_20170327	Launched		
BRD-A74667430-001-23-6	BRD-A74667430	etodolac	NNYBQONXHNTVIJ	cyclooxygenase inhibitor	PTGS2	broad_id_20170327	Launched		
BRD-A74914197-001-02-9	BRD-A74914197	pralatrexate	OGSBUKJUDHAQEA	dihydrofolate reductase inhibitor	DHFR	broad_id_20170327	Launched		
BRD-A74980173-001-11-9	BRD-A74980173	gatifloxacin	XUBOMFCQGDBHNK	bacterial DNA gyrase inhibitor		broad_id_20170327	Withdrawn		
BRD-A75172220-001-04-0	BRD-A75172220	hydrocortisone	JYGXADMDTFJGBT	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2	broad_id_20170327	Launched		
BRD-A75305484-001-01-3	BRD-A75305484	anidulafungin	JHVAMHSQVVQIOT	fungal 1,3-beta-D-glucan synthase inhibitor		broad_id_20170327	Launched		
BRD-A75479906-001-02-4	BRD-A75479906	rimantadine	UBCHPRBFMUDMNC	antiviral|RNA synthesis inhibitor		broad_id_20170327	Launched		
BRD-A75726477-003-21-3	BRD-A75726477	clenbuterol	STJMRWALKKWQGH	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11	broad_id_20170327	Launched		
BRD-A76747559-001-03-1	BRD-A76747559	rutin	IKGXIBQEEMLURG	antioxidant|capillary stabilizing agent|nitric oxide scavenger	AKR1C3	broad_id_20170327	Launched		
BRD-A77216878-001-01-4	BRD-A77216878								
BRD-A78195072-001-06-2	BRD-A78195072	imexon	BIXBBIPTYBJTRY	apoptosis stimulant|ribonucleotide reductase inhibitor		broad_id_20170327	Phase 2		
BRD-A78341343-001-01-6	BRD-A78341343	regadenoson	LZPZPHGJDAGEJZ	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3	broad_id_20170327	Launched		
BRD-A78723049-001-01-2	BRD-A78723049	cefotetan	SRZNHPXWXCNNDU	bacterial cell wall synthesis inhibitor		broad_id_20170327	Launched		
BRD-A78877355-001-03-0	BRD-A78877355	nefopam	RGPDEAGGEXEMMM	cyclooxygenase inhibitor		broad_id_20170327	Launched		
BRD-A79431551-001-01-1	BRD-A79431551	3-deazaadenosine	DBZQFUNLCALWDY	adenosylhomocysteinase inhibitor	AHCY	broad_id_20170327	Phase 2		
BRD-A79768653-001-12-0	BRD-A79768653	sirolimus	QFJCIRLUMZQUOT	mTOR inhibitor	FKBP1A|MTOR	broad_id_20170327	Launched		
BRD-A79981887-003-16-4	BRD-A79981887	midodrine	PTKSEFOSCHHMPD	adrenergic receptor agonist		broad_id_20170327	Launched		
BRD-A80017228-001-25-7	BRD-A80017228	bendroflumethiazide	HDWIHXWEUNVBIY	sodium/potassium/chloride transporter inhibitor	SLC12A1|SLC12A3	broad_id_20170327	Launched		
BRD-A80151636-066-04-8	BRD-A80151636	bromocriptine	OZVBMTJYIDMWIL	dopamine receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR6|HTR7	broad_id_20170327	Launched		
BRD-A81233518-004-16-1	BRD-A81233518	glycopyrrolate	ANGKOCUUWGHLCE	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-A82035391-001-02-7	BRD-A82035391	tolvaptan	GYHCTFXIZSNGJT	vasopressin receptor antagonist	AVPR1A|AVPR2	broad_id_20170327	Launched		
BRD-A82156122-001-01-9	BRD-A82156122	saxagliptin	QGJUIPDUBHWZPV	dipeptidyl peptidase inhibitor	DPP4	broad_id_20170327	Launched		
BRD-A82395837-001-01-9	BRD-A82395837	ginkgolide-B	SQOJOAFXDQDRGF	platelet activating factor receptor antagonist	GLRA1|GLRA2|GLRA3|GLRB|HTR3A|HTR3B	broad_id_20170327	Phase 3		
BRD-A82396632-008-29-0	BRD-A82396632	miconazole	BYBLEWFAAKGYCD	bacterial cell wall synthesis inhibitor	TRPM2|TRPV5	broad_id_20170327	Launched		
BRD-A82522119-001-01-7	BRD-A82522119	tibolone	WZDGZWOAQTVYBX	androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist	ESR1	broad_id_20170327	Launched		
BRD-A82772293-001-03-2	BRD-A82772293	mepazine	CBHCDHNUZWWAPP	MALT1 inhibitor (JH)	MALT1	broad_id_20170327	Phase 2		
BRD-A83081521-001-02-3	BRD-A83081521	finasteride	DBEPLOCGEIEOCV	5 alpha reductase inhibitor	AKR1D1|SRD5A1|SRD5A2	broad_id_20170327	Launched		
BRD-A84045418-001-03-1	BRD-A84045418								
BRD-A84174393-236-07-1	BRD-A84174393		ZAHQBPYQBHTECE			broad_id_20170327			
BRD-A84481105-003-20-6	BRD-A84481105	thioridazine	KLBQZWRITKRQQV	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7	broad_id_20170327	Withdrawn		
BRD-A84575140-001-02-4	BRD-A84575140	pimobendan	GLBJJMFZWDBELO	calcium sensitizer|phosphodiesterase inhibitor	PDE3A	broad_id_20170327	Launched		
BRD-A85439007-001-01-6	BRD-A85439007	idoxuridine	XQFRJNBWHJMXHO	DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor		broad_id_20170327	Launched		
BRD-A85548292-001-01-8	BRD-A85548292	piketoprofen	ASFKKFRSMGBFRO	cyclooxygenase inhibitor		broad_id_20170327	Launched		
BRD-A86216746-046-02-6	BRD-A86216746	varenicline	JQSHBVHOMNKWFT	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNA6|CHRNA7	broad_id_20170327	Launched		
BRD-A86248581-001-01-4	BRD-A86248581	tetrahydrouridine	UCKYOOZPSJFJIZ	cytidine deaminase inhibitor	CDA	broad_id_20170327	Phase 2		
BRD-A86871940-001-01-9	BRD-A86871940	nicaraven	KTXBOOWDLPUROC	free radical scavenger		broad_id_20170327	Phase 3		
BRD-A87130939-001-07-9	BRD-A87130939	masoprocol	HCZKYJDFEPMADG	lipoxygenase inhibitor	ALOX5	broad_id_20170327	Launched		
BRD-A87435144-001-01-6	BRD-A87435144	AZD7545	DTDZLJHKVNTQGZ	pyruvate dehydrogenase kinase inhibitor	PDK1	broad_id_20170327	Phase 1		
BRD-A87479750-001-02-7	BRD-A87479750	tenidap	IGPDWKCUDHIIRL	cyclooxygenase inhibitor	KCNJ4|PTGS1	broad_id_20170327	Phase 3		
BRD-A87983072-001-01-1	BRD-A87983072	benzotript	QJERBBQXOMUURJ	CCK receptor antagonist	CCKAR|CCKBR	broad_id_20170327	Phase 1		
BRD-A88138582-001-04-8	BRD-A88138582	halcinonide	MUQNGPZZQDCDFT	glucocorticoid receptor agonist	NR3C1	broad_id_20170327	Launched		
BRD-A89164055-001-03-3	BRD-A89164055	sorbinil	LXANPKRCLVQAOG	aldose reductase inhibitor	AKR1B1	broad_id_20170327	Phase 3		
BRD-A89175223-051-14-8	BRD-A89175223	bisoprolol	VHYCDWMUTMEGQY	adrenergic receptor antagonist	ADRB1	broad_id_20170327	Launched		
BRD-A89585551-003-16-6	BRD-A89585551	mefloquine	XEEQGYMUWCZPDN	adenosine receptor antagonist|hemoglobin antagonist		broad_id_20170327	Launched		
BRD-A90547603-001-02-5	BRD-A90547603	eptifibatide	CZKPOZZJODAYPZ	platelet aggregation inhibitor	ITGA2B|ITGB3	broad_id_20170327	Launched		
BRD-A90625545-001-02-0	BRD-A90625545	clinofibrate	BMOVQUBVGICXQN	lipase clearing factor inhibitor	LPL	broad_id_20170327	Launched		
BRD-A90799790-001-19-9	BRD-A90799790	isradipine	HMJIYCCIJYRONP	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1	broad_id_20170327	Launched		
BRD-A91699651-316-10-9	BRD-A91699651	chloroquine	WHTVZRBIWZFKQO	antimalarial agent	MRGPRX1	broad_id_20170327	Launched		
BRD-A91877226-001-01-4	BRD-A91877226	capecitabine	GAGWJHPBXLXJQN	DNA synthesis inhibitor|thymidylate synthase inhibitor	TYMS	broad_id_20170327	Launched		
BRD-A92537424-001-04-7	BRD-A92537424	danazol	POZRVZJJTULAOH	estrogen receptor antagonist|progesterone receptor agonist	AR|CCL2|ESR1|GNRHR|GNRHR2|PGR	broad_id_20170327	Launched		
BRD-A92630576-050-24-1	BRD-A92630576	trimebutine	LORDFXWUHHSAQU	opioid receptor agonist	OPRD1|OPRK1|OPRM1	broad_id_20170327	Launched		
BRD-A92826379-001-01-5	BRD-A92826379	lupanine	JYIJIIVLEOETIQ	sodium channel blocker	INS	broad_id_20170327	Phase 1		
BRD-A93000692-001-08-1	BRD-A93000692	ciglitazone	YZFWTZACSRHJQD	PPAR receptor agonist	PPARG	broad_id_20170327	Phase 2		
BRD-A93093700-001-02-9	BRD-A93093700		SEQDDYPDSLOBDC			broad_id_20170327			
BRD-A93255169-001-28-3	BRD-A93255169	thalidomide	UEJJHQNACJXSKW	tumor necrosis factor production inhibitor	TNF	broad_id_20170327	Launched		
BRD-A93353767-008-02-2	BRD-A93353767	isoconazole	MPIPASJGOJYODL	fungal lanosterol demethylase inhibitor	CYP17A1	broad_id_20170327	Launched		
BRD-A93424738-001-04-8	BRD-A93424738	betamethasone-acetate	AKUJBENLRBOFTD	glucocorticoid receptor agonist	NR3C1	broad_id_20170327	Launched	glucocorticoid receptor agonist	nan
BRD-A93964801-003-03-3	BRD-A93964801	clinafloxacin	QGPKADBNRMWEQR	bacterial DNA gyrase inhibitor		broad_id_20170327	Phase 3		
BRD-A94276798-001-01-4	BRD-A94276798	talinolol	MXFWWQICDIZSOA	adrenergic receptor antagonist	ADRB1	broad_id_20170327	Launched		
