pert_id	pert_iname	moa	target
BRD-K55044200	amoxicillin	penicillin binding protein inhibitor	CYP2C19|SLC15A1|SLC15A2|SLC22A6
BRD-K01826817	AMPA-(RS)	glutamate receptor agonist	GRIN1
BRD-K92493880	AMPA-(S)	glutamate receptor agonist	GRIA2|GRIN1
BRD-K24771047	ampalex	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K52397688	amperozide	dopamine receptor antagonist	FAAH|HTR2A
BRD-K27352494	amphotericin-b	membrane permeability enhancer	
BRD-K68432770	ampicillin	bacterial cell wall synthesis inhibitor	
BRD-A39172021	ampiroxicam	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K47827687	amprenavir	HIV protease inhibitor	
BRD-K90027121	amprolium	thiamine uptake blocker	
BRD-K20484910	ampyrone	cyclooxygenase inhibitor	
BRD-K45924332	amrinone	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF
BRD-K13843533	amrubicin	topoisomerase inhibitor	TOP2A|TOP2B
BRD-K68346641	amsacrine	topoisomerase inhibitor	KCNH2|TOP2A
BRD-K39670393	amthamine	histamine receptor agonist	HRH2
BRD-K70924353	amtolmetin-guacil	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K66538826	amuvatinib	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor	KIT|MET
BRD-K03504028	amygdalin	caspase activator	CASP3
BRD-K03326591	amyl-nitrite	atrial natriuretic peptide receptor agonist	
BRD-A09062839	amyleine	local anesthetic	
BRD-K93502141	amylene-hydrate	local anesthetic	
BRD-K00256256	AMZ30	protein phosphatase inhibitor	
BRD-K23952234	AM095	lysophosphatidic acid receptor antagonist	
BRD-K00003152	AM211	prostaglandin inhibitor	
BRD-K88443722	AM679	cannabinoid receptor agonist|lipoxygenase inhibitor	ALOX5AP|CNR1|CNR2
BRD-A19609491	ANA-12	tropomyosin receptor kinase inhibitor	NTRK2
BRD-K01826509	anabasine	acetylcholine receptor agonist	
BRD-K77118600	anacetrapib	cholesteryl ester transfer protein inhibitor	CETP
BRD-K05355328	anagliptin	dipeptidyl peptidase inhibitor	DPP4
BRD-K62200014	anagrelide	phosphodiesterase inhibitor	PDE3A
BRD-K01174345	anamorelin	growth hormone secretagogue receptor agonist	GHSR
BRD-K42352790	anandamide	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1
BRD-K52172416	anastrozole	aromatase inhibitor	CYP19A1
BRD-K82164249	andarine	androgen receptor modulator	AR
BRD-K89282837	andrographolide	tumor necrosis factor production inhibitor	IL1B|IL6|NFKB1|NFKB2|TNF
BRD-A64011898	androstenone	steroid	
BRD-K12329651	androsterone	androgen receptor agonist	
BRD-K00005346	anecortave-acetate	angiogenesis inhibitor	
BRD-K49060658	anethole	glutathione transferase stimulant	
BRD-K92490248	anethole-trithione	glutathione transferase stimulant	
BRD-K45724504	anguidine	protein synthesis inhibitor	SLC5A1
BRD-K00003560	anidulafungin	fungal 1,3-beta-D-glucan synthase inhibitor	
BRD-K88611939	aniracetam	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A
BRD-K47458712	anisindione	vitamin K antagonist	GGCX
BRD-A29623586	anisodamine	lipid peroxidase inhibitor	ADRA1A
BRD-K91370081	anisomycin	DNA synthesis inhibitor	NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1
BRD-K71125570	anisotropine	acetylcholine receptor antagonist	
BRD-K36949735	anlotinib	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KDR|PDGFRB
BRD-K55424922	anpirtoline	serotonin receptor agonist	HTR1B
BRD-K31170746	ANR-94	adenosine receptor antagonist	ADORA2A
BRD-K00003196	ansamitocin-p-3	apoptosis stimulant	
BRD-K25863791	antagonist-g	neuropeptide receptor antagonist	MAPK8
BRD-K01363385	antalarmin	corticotropin releasing factor receptor antagonist	CRHR1
BRD-K99300445	antazoline	antihistamine	HRH1
BRD-K04725460	anthralin	DNA synthesis inhibitor	
BRD-K15957397	anthraquinone	CDC inhibitor	CDC25B
BRD-K00003675	antimony-potassium		
BRD-A74328360	antimonyl		
BRD-K90152265	antimycin-A	ATP synthase inhibitor	CYCS
BRD-K15541734	antioxine		
BRD-K21920947	AN2718	leucyl-tRNA synthetase inhibitor	
BRD-K32143970	AP-18	transient receptor potential channel antagonist	TRPA1
BRD-K20001883	apabetalone	apolipoprotein expression enhancer	BRD3
BRD-K28115081	apafant	platelet activating factor receptor antagonist	PTAFR
BRD-K91308639	apalutamide	androgen receptor antagonist	
BRD-K00003492	apararenone	mineralocorticoid receptor antagonist	
BRD-K25244359	apatinib	RET tyrosine kinase inhibitor	CSK|KDR|KIT|RET
BRD-K07449869	APC-100	androgen receptor antagonist|anti-inflammatory agent	AR
BRD-K72748448	APcK-110	KIT inhibitor	KIT|STAT3
BRD-K86226872	APD597	glucose dependent insulinotropic receptor agonist	GPR119
BRD-K10859802	APD668	glucose dependent insulinotropic receptor agonist	GPR119
BRD-K85140930	aphidicolin	RNA synthesis inhibitor	
BRD-K26325692	API-001	sigma receptor antagonist	SIGMAR1
BRD-K97840621	API-1	AKT inhibitor	AKT1|AKT2|AKT3
BRD-K01493881	apigenin	casein kinase inhibitor|cell proliferation inhibitor	AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
BRD-K67121414	apixaban	coagulation factor inhibitor	F10
BRD-K64990520	apocynin	NADPH oxidase inhibitor	NOX4
BRD-K15164005	apoptosis-activator-II	carboxylesterase inhibitor	BCHE|CES1
BRD-A09004963	APR-246	p53 activator	TP53
BRD-K38911213	apraclonidine	adrenergic receptor agonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C
BRD-K96737756	apramycin	bacterial 30S ribosomal subunit inhibitor	
BRD-K06883221	apratastat	matrix metalloprotease inhibitor|tumor necrosis factor production inhibitor	ADAM17|MMP1|MMP13|MMP9
BRD-K93208532	apremilast	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K52827117	aprepitant	tachykinin antagonist	TACR1
BRD-K55172746	apricitabine	nucleoside reverse transcriptase inhibitor	
BRD-K53236343	aprindine	voltage-gated sodium channel blocker	CALM1|SCN5A
BRD-K00003524	apronal	cytochrome P450 modulator	
BRD-K63919159	aptiganel	glutamate receptor antagonist	GRIN1
BRD-K68003372	APTO-253	krÃ¼ppel-like factor expression enhancer	KLF4
BRD-K17511755	APY-29	serine/threonine kinase inhibitor	ERN1
BRD-K00004738	apyramide	cyclooxygenase inhibitor	
BRD-K38627885	APY0201	phosphoinositide dependent kinase inhibitor	IL12A|IL12B|PIKFYVE
BRD-K28383148	AP1903		MTOR
BRD-K56032964	AP26113	ALK tyrosine kinase receptor inhibitor	ALK|EGFR
BRD-K81729199	AQ-RA741	acetylcholine receptor antagonist	CHRM2
BRD-K00003365	AQ-13	antimalarial agent	
BRD-K00004705	AQW-051	nicotinic receptor agonist	
BRD-K67860401	AR-A014418	glycogen synthase kinase inhibitor	GSK3B
BRD-K42325600	AR-C155858	monocarboxylate transporter inhibitor	SLC16A1|SLC16A7
BRD-K90497590	AR-12	phosphoinositide dependent kinase inhibitor	PDPK1
BRD-K13167095	AR-42	HDAC inhibitor	HDAC1
BRD-K03070961	arachidonic-acid	cytochrome P450 inhibitor	CLCN2|KCNJ4|KCNK10|KCNK18|KCNK2|PRKCZ|PTGS1|TRPC6|TRPM2
BRD-K00004646	aramchol	stearoyl-CoA desaturase inhibitor	
BRD-K73881242	arbidol	cytochrome P450 inhibitor	CYP3A4
BRD-K08037784	arbutin	melanin inhibitor	TYR
BRD-K93188295	ARC-239	adrenergic receptor antagonist	ADRA2A|ADRA2B|ADRA2C
BRD-K53523901	arctigenin	MEK inhibitor	CHUK|MAP2K1
BRD-K72726508	arcyriaflavin-a	CDK inhibitor	CCND1|CDK4
BRD-K00003590	ardeparin	thrombin inhibitor	SERPIND1
BRD-K63792901	arecaidine-but-2-ynyl-ester	acetylcholine receptor agonist	CHRM2
BRD-K23922020	arecaidine-propargyl-ester	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4
BRD-K88646909	arecoline	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4
BRD-A48261811	argatroban	thrombin inhibitor	F2
BRD-K00003332	argireline	neurotransmitter release inhibitor	
BRD-K62734952	arglabin	farnesyltransferase inhibitor	FNTA|NFKB1
BRD-K70358946	aripiprazole	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7
BRD-K00004574	aripiprazole-lauroxil	serotonin receptor agonist	
BRD-K33852358	arofylline	phosphodiesterase inhibitor	PDE4A
BRD-A28044053	arotinolol	adrenergic receptor antagonist	ADRB3
BRD-K60171656	ARQ-092	AKT inhibitor	AKT2
BRD-K43436647	ARQ-621	kinesin-like spindle protein inhibitor	KIF11
BRD-K46386702	ARRY-334543	EGFR inhibitor	ERBB2
BRD-K24179883	arsanilic-acid		LYZ
BRD-K32786395	arsenic-trioxide	apoptosis stimulant	AKT1|CCND1|IKBKB|JUN|MAPK1|MAPK3|TXNRD1
BRD-K39621635	artemether	antimalarial agent	ATP1A1
BRD-K13112821	artemisinin	DNA synthesis inhibitor	CYP2B6
BRD-K96006160	artemotil		
BRD-K54634444	artesunate	DNA synthesis inhibitor	
BRD-A70514680	articaine	local anesthetic	
BRD-K49223707	arundic-acid	astrocyte modulating agent	PTGS2|S100B
BRD-A00047421	ARV-825	bromodomain inhibitor	BRD4
BRD-K07656463	AS-1269574	glucose dependent insulinotropic receptor agonist	GPR119
BRD-K27051047	AS-1892802	rho associated kinase inhibitor	ROCK1
BRD-K61936403	AS-1949490	SHIP2 phosphatase inhibitor	INPP5D
BRD-K75254015	AS-2034178	free fatty acid receptor agonist	FFAR1
BRD-K73565918	AS-2444697	interleukin inhibitor	IRAK4
BRD-K14988953	AS-252424	PI3K inhibitor	PIK3CG
BRD-K63915849	AS-604850	PI3K inhibitor	PIK3CA|PIK3CG
BRD-K89014967	AS-703026	MEK inhibitor	MAP2K1|MAP2K2
BRD-K62427771	AS-77	potassium channel blocker	KCNA3|KCNA5|KCNN4
BRD-K27938825	ASA-404	angiogenesis inhibitor	
BRD-K00003230	asapiprant	prostaglandin inhibitor	
BRD-K88219015	asaraldehyde	cyclooxygenase inhibitor	PTGS2
BRD-K30331124	ASC-J9	androgen receptor enhancer	AR
BRD-K00003456	asciminib	Bcr-Abl kinase inhibitor	
BRD-K88882192	ascomycin	calcineurin inhibitor	FKBP1A
BRD-A85242401	ascorbic-acid	antioxidant	SLC23A1|SLC23A2
BRD-K00003551	asenapine	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A
BRD-K35079116	asiatic-acid	apoptosis stimulant	PYGM
BRD-K00003477	asimadoline	opioid receptor agonist	OPRK1
BRD-K00003138	asivatrep	transient receptor potential channel antagonist	
BRD-K07150325	ASP-2535	glycine transporter inhibitor	SLC6A9
BRD-K82239282	ASP-6537	cyclooxygenase inhibitor	
BRD-K00003301	ASP-9521	aldo-keto reductase inhibitor	
BRD-K78841970	aspartame		TAS1R2|TRPV1
BRD-K11433652	aspirin	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53
BRD-K06542892	ASP3026	ALK tyrosine kinase receptor inhibitor	ALK
BRD-K26838195	AST-1306	EGFR inhibitor	EGFR|ERBB2
BRD-K51832961	astaxanthin	antioxidant	
BRD-K37249724	astemizole	histamine receptor antagonist	HRH1|KCNH1|KCNH2
BRD-K44845912	astilbin	nuclear factor erythroid derived|like (NRF2) activator	
BRD-K08188887	astragaloside-a	anti-inflammatory agent	
BRD-K00003508	ASTX660	apoptosis inhibitor	
BRD-K87028197	asunaprevir	HCV inhibitor	
BRD-K36269323	asymmetrical-dimethylarginine	nitric oxide synthase inhibitor	NOS2|NOS3
BRD-K06496777	AT-1015	serotonin receptor antagonist	HTR2A
BRD-K83030136	AT-406	IAP antagonist 	
BRD-K13390322	AT-7519	CDK inhibitor	CDK1|CDK2|CDK4|CDK5|CDK6|CDK9
BRD-K24576554	AT-9283	Aurora kinase inhibitor|JAK inhibitor	AURKA|AURKB|JAK2|JAK3|RPS6KA6|STK17A
BRD-K94830329	ataluren	CFTR channel agonist|dystrophin stimulant	DMD
BRD-K09757388	atazanavir	HIV protease inhibitor	
BRD-A52551912	ATB-346	cyclooxygenase inhibitor	PTGER2
BRD-K68075732	atenolol-(+)	adrenergic receptor antagonist	
BRD-A20239487	atenolol-(+/-)	adrenergic receptor antagonist	ADRB1|ADRB2|LTF|PLA2G2E
BRD-K44993696	atenolol-(-)	adrenergic receptor antagonist	
BRD-K43363084	atglistatin	adipose triglyceride lipase inhibitor	
BRD-K00003342	aticaprant	opioid receptor antagonist	
BRD-K39252998	atipamezole	adrenergic receptor antagonist	
BRD-K38527262	atiprimod	JAK inhibitor|STAT inhibitor	JAK2|STAT3
BRD-K76614248	atizoram	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K00521308	ATN-161	integrin antagonist	ITGA5|ITGAV|ITGB1|ITGB3
BRD-K20141153	atomoxetine	norepinephrine transporter inhibitor	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|SLC6A2|SLC6A3|SLC6A4
BRD-K69726342	atorvastatin	HMGCR inhibitor	AHR|DPP4|HMGCR
BRD-A85261566	atosiban	oxytocin receptor antagonist	AVPR1A|AVPR1B|AVPR2|OXTR
BRD-A19795905	atovaquone	mitochondrial electron transport inhibitor	
BRD-A65145453	ATPA	glutamate receptor agonist	GRIK1
BRD-K00003732	atractylenolide-i	JAK inhibitor	
BRD-K01826774	atracurium	acetylcholine receptor antagonist	
BRD-K16295392	atrasentan	endothelin receptor antagonist	EDNRA
BRD-K01825666	atropine	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
BRD-K00004526	atropine-oxide	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K00003144	atuveciclib	CDK9 inhibitor	
BRD-K32127727	AT13148	protein kinase inhibitor	AKT1|AKT2|AKT3|ROCK1|ROCK2|SGK3
BRD-K58435339	AT13387	HSP inhibitor	HSP90AA1
BRD-K12040459	AT7867	AKT inhibitor	AKT2|GSK3B|PKIA|PRKACA
BRD-K45995181	auranofin	NFkB pathway inhibitor	IKBKB|PRDX5|TRPA1
BRD-K53561341	aurora-a-inhibitor-i	Aurora kinase inhibitor	AURKA
BRD-K00003601	aurothioglucose	PKC inhibitor	PRKCI
BRD-K00005330	AUT-1	potassium channel activator	
BRD-A94640958	autotaxin-modulator-1	autotaxin inhibitor	ENPP2
BRD-K23190681	AV-412	protein tyrosine kinase inhibitor	EGFR|ERBB2
BRD-K96615647	AV-608	tachykinin antagonist	TACR1
BRD-K00003256	avacopan	complement inhibitor	
BRD-A88644406	avadomide	antitumor agent	
BRD-K83720053	avagacestat	gamma secretase inhibitor	PSEN1
BRD-K65781196	avanafil	phosphodiesterase inhibitor	PDE5A
BRD-K00003419	avapritinib	KIT inhibitor	
BRD-K67901620	avasimibe	ACAT inhibitor	CES1
BRD-K68544925	avatrombopag	thrombopoietin receptor agonist	MPL
BRD-K36154108	AVE-0991	angiotensin receptor agonist	MRGPRX1
BRD-K00004734	AVE-3085	nitric oxide synthase stimulant	
BRD-K00003435	AVex-73	sigma receptor agonist	
BRD-K85882401	avibactam	beta lactamase inhibitor	
BRD-K00003294	avitinib	EGFR inhibitor	
BRD-K87782578	AVL-292	Bruton's tyrosine kinase (BTK) inhibitor	BTK|YES1
BRD-K00003436	AVN-492	serotonin receptor antagonist	
BRD-K62196610	AVN-944	inosine monophosphate dehydrogenase inhibitor	IMPDH1|IMPDH2
BRD-K14401183	avobenzone	topical sunscreen agent	
BRD-K00003224	avoralstat	kallikrein inhibitor	
BRD-K26665484	avridine	immunostimulant	
BRD-K00003479	AX-024	cytokine production inhibitor	
BRD-K29905972	axitinib	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	CSF1|FLT1|FLT4|KDR|PLK4
BRD-K77012840	AY-9944	hedgehog pathway modulator	
BRD-K36258877	AZ-10417808	caspase inhibitor	CASP3
BRD-K09907507	AZ-10606120	purinergic receptor antagonist	P2RX7
BRD-K05973499	AZ-12080282	hedgehog pathway inhibitor	DHH
BRD-K05804044	AZ-628	RAF inhibitor	BRAF|RAF1
BRD-K14661019	AZ-7371	antibacterial 	
BRD-K03406345	azacitidine	DNA methyltransferase inhibitor	DNMT1|DNMT3A
BRD-K97061094	azacyclonol	histamine receptor antagonist	HRH1
BRD-K53114651	azaguanine-8	purine antagonist	PNP
BRD-K38292725	azalomycin-B	bacterial 50S ribosomal subunit inhibitor	
BRD-K45861246	azaperone	dopamine receptor antagonist	DRD2|DRD3
BRD-A70182876	azapropazone	cyclooxygenase inhibitor	PTGS2
BRD-K47464228	azaserine	purine antagonist	
BRD-K01826751	azasetron	serotonin receptor antagonist	HTR3A|HTR3B
BRD-K77821588	azatadine	histamine receptor antagonist	HRH1
BRD-K32821942	azathioprine	dehydrogenase inhibitor	HPRT1|IMPDH1|PPAT
BRD-K69555850	AZD0156	ATM kinase inhibitor	
BRD-K61041538	AZD1080	glycogen synthase kinase inhibitor	GSK3A|GSK3B
BRD-K21908111	AZD1208	Pim kinase inhibitor	PIM1|PIM2|PIM3
BRD-K77060810	AZD1283	purinergic receptor antagonist	P2RY12
BRD-K00003509	AZD1390	ATM kinase inhibitor	
BRD-A44188509	AZD1446	acetylcholine receptor agonist	CHRNA4|CHRNB2
BRD-K65928735	AZD1480	JAK inhibitor	JAK1|JAK2|JAK3
BRD-K83186168	AZD1981	CRTH receptor antagonist	PTGDR2
BRD-K99113996	AZD2014	mTOR inhibitor	MTOR
BRD-K85014146	AZD2461	PARP inhibitor	
BRD-K85849709	AZD2858	glycogen synthase kinase inhibitor	GSK3B
BRD-K14287049	AZD3264	IKK inhibitor	IKBKB
BRD-K24593301	AZD3463	ALK tyrosine kinase receptor inhibitor|insulin growth factor receptor inhibitor	ALK|IGF1R
BRD-K84996356	AZD3514	androgen receptor modulator	AR
BRD-K41626799	AZD3759	EGFR inhibitor	EGFR
BRD-K00004606	AZD3839	beta-secretase inhibitor	BACE1
BRD-K25210703	AZD3965	monocarboxylate transporter inhibitor	SLC16A1
BRD-K73984371	AZD3988	diacylglycerol kinase inhibitor	DGAT1
BRD-K72369578	AZD4282	glutamate receptor antagonist	AGXT|AGXT2|ALAS1|ALAS2|BAAT|GARS|GATM|GCAT|GCSH|GLDC|GLRA1|GLRA2|GLRA3|GLRB|GLYAT|GLYATL1|GLYATL2|GNMT|GPR18|GPRC6A|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3B|GSS|PIPOX|SHMT1|SHMT2|SLC32A1|SLC36A1|SLC6A5|SLC6A9
BRD-K28392481	AZD4547	FGFR inhibitor	FGFR1|FGFR2|FGFR3|FGFR4|IGF1R|KDR
BRD-K00003106	AZD4573	CDK9 inhibitor	
BRD-K00003443	AZD4635	adenosine receptor antagonist	
BRD-K00003297	AZD5069	CC chemokine receptor antagonist	CXCR2
BRD-K00003528	AZD5153	bromodomain inhibitor	
BRD-K99023089	AZD5363	AKT inhibitor	AKT1|AKT2|AKT3
BRD-K72414522	AZD5438	CDK inhibitor	KCNH2
BRD-K88767641	AZD5582	XIAP inhibitor	BIRC2|BIRC3|XIAP
BRD-K00005264	AZD5991	MCL1 inhibitor	
BRD-K58772419	AZD6482	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-A36013532	AZD6738	ATR kinase inhibitor	ATR
BRD-A94033181	AZD6765	glutamate receptor antagonist	GRIN1
BRD-K52836380	AZD7545	pyruvate dehydrogenase kinase inhibitor	PDK1
BRD-K00003100	AZD7594	glucocorticoid receptor modulator	
BRD-K31495718	AZD7687	diacylglycerol O acyltransferase inhibitor	DGAT1
BRD-K86525559	AZD7762	CHK inhibitor	CHEK1|CHEK2
BRD-K00003398	AZD7986	dipeptidyl peptidase inhibitor	
BRD-K69932463	AZD8055	mTOR inhibitor	MTOR
BRD-K47289408	AZD8186	PI3K inhibitor	PIK3CB|PIK3CD
BRD-K37687095	AZD8330	MEK inhibitor	MAP3K1
BRD-K03336321	AZD8797	CC chemokine receptor antagonist	
BRD-K82894950	AZD8835	PI3K inhibitor	PIK3CA|PIK3CD
BRD-K98572433	AZD8931	EGFR inhibitor	EGFR|ERBB2|ERBB3
BRD-K13699028	AZD9056	purinergic receptor antagonist	
BRD-K61043483	AZD9272	glutamate receptor antagonist	GRM5
BRD-K73235735	AZD9496	estrogen receptor agonist	ESR1
BRD-K31476763	AZD9668	elastase inhibitor	ELANE
BRD-K08976401	azelaic-acid	tyrosinase inhibitor	AKR1D1|SRD5A2|TYR
BRD-A68888262	azelastine	histamine receptor antagonist	HRH1
BRD-K51899933	azeliragon	RAGE receptor antagonist	AGER
BRD-A01098288	azelnidipine	calcium channel blocker	CACNA1C
BRD-K81074237	azilsartan	angiotensin receptor antagonist	AGTR1|AGTR2
BRD-K25723200	azilsartan-medoxomil	angiotensin receptor antagonist	AGTR1|AGTR2
BRD-K38913877	azimilide	potassium channel blocker	KCNA5
BRD-K74501079	azithromycin	bacterial 50S ribosomal subunit inhibitor	MLNR
BRD-K60663764	azlocillin	bacterial cell wall synthesis inhibitor	
BRD-K51329597	AZM-475271	SRC inhibitor	SRC
BRD-K87036601	azodicarbonamide	DNA synthesis inhibitor	
BRD-K26824830	azomycin-(2-nitroimidazole)	protein synthesis inhibitor	
BRD-K68770713	azosemide	electrolyte reabsorption inhibitor	SLC12A1|SLC12A2
BRD-K62607865	aztreonam	bacterial cell wall synthesis inhibitor	
BRD-K80935598	AZ191	DYRK inhibitor	DYRK1B
BRD-K42436189	AZ20	ATR kinase inhibitor	ATR|MTOR
BRD-K59146805	AZ3146	monopolar spindle 1 kinase inhibitor	
BRD-K76244476	AZ505	histone lysine methyltransferase inhibitor	SMYD2
BRD-K81958169	AZ5104	EGFR inhibitor	EGFR
BRD-K00003515	AZ7550	insulin growth factor receptor inhibitor	
BRD-K64888243	AZ960	JAK inhibitor	JAK2
BRD-K57865272	A0001		
BRD-A30000356	A12B4C3	polynucleotide kinase/phosphatase inhibitor	PNKP
BRD-K77627880	A205804	ICAM1 expression inhibitor	ICAM1|SELE
BRD-A83650191	A61603	adrenergic receptor agonist	ADRA1A
BRD-K49055432	A66	PI3K inhibitor	PIK3CA
BRD-A78952587	A740003	purinergic receptor antagonist	P2RX7
BRD-K72226571	A77636	dopamine receptor agonist	CALY
BRD-K28861668	A922500	diacylglycerol O acyltransferase inhibitor	DGAT1
BRD-A41698174	bacampicillin	bacterial cell wall synthesis inhibitor	
BRD-K14079729	bacitracin	bacterial cell wall synthesis inhibitor	IDE
BRD-K00003625	bacitracin-zinc	bacterial cell wall synthesis inhibitor	
BRD-K01826724	baclofen	benzodiazepine receptor agonist	GABBR1|GABBR2|KCTD12|KCTD16|KCTD8
BRD-A16694057	BADGE	PPAR receptor antagonist	PPARG
BRD-K82196541	bafetinib	Bcr-Abl kinase inhibitor|LYN tyrosine kinase inhibitor	ABL1|BCR|LYN
BRD-K00010387	bafilomycin-a1	ATPase inhibitor	
BRD-K00652956	BAG-956	phosphoinositide dependent kinase inhibitor	PIK3CG
BRD-K72327355	baicalein	lipoxygenase inhibitor	ALOX5|GLO1|PREP|SELL|SELP|TNF|XDH
BRD-K49962337	baicalin	beta glucuronidase inhibitor	PREP
BRD-K09785578	bakuchiol	DNA polymerase inhibitor	HIF1A
BRD-A00147595	balaglitazone	insulin sensitizer|PPAR receptor partial agonist	PPARG
BRD-K47976015	balapiravir	RNA polymerase inhibitor	
BRD-K27204852	balicatib	cathepsin inhibitor	CTSK
BRD-A47790386	balofloxacin	bacterial DNA gyrase inhibitor	
BRD-K00003496	baloxavir	endonuclease inhibitor	
BRD-K00003495	baloxavir-marboxil	endonuclease inhibitor	
BRD-K00003656	balsalazide	cyclooxygenase inhibitor	ALOX5|PPARG|PTGS1|PTGS2
BRD-K00003411	bamaquimast	proton pump inhibitor	
BRD-A17462676	bambuterol	adrenergic receptor agonist	ADRB2|BCHE
BRD-K07442505	BAM7	BAX activator	BAX
BRD-K47049295	BAN-ORL-24	nociceptin/orphanin FQ receptor antagonist	OPRL1
BRD-K00003159	banoxantrone	topoisomerase inhibitor	TOP2A
BRD-K31928526	barasertib	Aurora kinase inhibitor	AURKA|AURKB
BRD-K63923597	barasertib-HQPA	Aurora kinase inhibitor	AURKB
BRD-K20545304	bardoxolone	nuclear factor erythroid derived|like (NRF2) activator	NOS2|PPARG
BRD-K69694239	bardoxolone-methyl	nuclear factor erythroid derived|like (NRF2) activator	PPARG|STAT3
BRD-K53581288	baricitinib	JAK inhibitor	JAK1|JAK2
BRD-K67760597	barium-6-O-phosphonato-D-glucose		
BRD-K78781788	barnidipine	calcium channel blocker	
BRD-K26362911	basic-fuchsin		
BRD-K62387885	basimglurant	glutamate receptor antagonist	GRM5
BRD-K00003221	basmisanil	GABA receptor inverse agonist	
BRD-K00003148	batefenterol	acetylcholine receptor antagonist|adrenergic receptor agonist	
BRD-K82818427	batimastat	matrix metalloprotease inhibitor	ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8
BRD-K79595931	bavisant	histamine receptor antagonist	HRH3
BRD-K01826533	BAX-channel-blocker	cytochrome C release inhibitor	BAX
BRD-A05457250	BAY-K-8644-(+/-)	L-type calcium channel blocker	
BRD-K14329163	BAY-K-8644-(s)-(-)	L-type calcium channel activator	CACNA1C
BRD-K44471774	BAY-W-9798	antioxidant	
BRD-K15025317	BAY-11-7082	NFkB pathway inhibitor	RELA
BRD-K48684885	BAY-11-7085	NFkB pathway inhibitor	NFKBIA
BRD-K00003533	BAY-1251152	CDK9 inhibitor	
BRD-K00003359	BAY-1436032	isocitrate dehydrogenase inhibitor	
BRD-K00003422	BAY-1895344	ATR kinase inhibitor	
BRD-K22379844	BAY-2402234	dihydroorotate dehydrogenase inhibitor	
BRD-K32033120	BAY-41-2272	guanylyl cyclase activator	GUCY1A3|GUCY1B3
BRD-K32952627	BAY-60-6583	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K86932920	BAY-60-7550	phosphodiesterase inhibitor	PDE2A
BRD-K53281329	BAY-61-3606	SYK inhibitor	SYK
BRD-K00005331	BAY-8002	monocarboxylate transporter inhibitor	
